Ticket ID;Ticket channel;Assignee ID;Assignee name;Requester ID;Requester name;Ticket subject;Requester created - Timestamp;Ticket created - Timestamp;Ticket solved - Timestamp;Tickets
3195018;Any channel;4,05257E+16;Agent Socmed 1;2,35374E+18;choco_hm;;10/01/23 01.10;10/01/23 01.10;10/02/23 13.45;1
3195019;Any channel;4,05257E+16;Agent Socmed 1;2,35374E+18;choco_hm;;10/01/23 01.10;10/01/23 01.10;10/01/23 02.05;1
3195021;Any channel;4,05257E+16;Agent Socmed 1;2,35374E+18;choco_hm;;10/01/23 01.14;10/01/23 01.14;10/01/23 02.05;1
3195022;Any channel;4,05303E+16;Agent Sosmed 2;2,35374E+18;choco_hm;;10/01/23 01.14;10/01/23 01.15;10/01/23 07.35;1
3195024;Twitter;4,05257E+16;Agent Sosmed 3;2,35374E+18;choco_hm;;10/01/23 01.18;10/01/23 01.18;10/01/23 13.39;1
3195029;Any channel;4,05257E+16;Agent Socmed 1;2,35375E+18;choco_hm;;10/01/23 01.22;10/01/23 01.22;10/01/23 02.05;1
3195032;Any channel;4,05257E+16;Agent Socmed 1;2,35375E+18;choco_hm;;10/01/23 01.28;10/01/23 01.28;10/01/23 02.05;1
3195033;Any channel;4,05257E+16;Agent Socmed 1;2,35375E+18;choco_hm;;10/01/23 01.28;10/01/23 01.29;10/01/23 02.05;1
3195035;Any channel;4,05303E+16;Agent Sosmed 2;2,35376E+18;choco_hm;;10/01/23 01.33;10/01/23 01.33;10/01/23 06.28;1
3195037;Any channel;4,05303E+16;Agent Sosmed 2;2,35377E+18;choco_hm;;10/01/23 01.42;10/01/23 01.42;10/01/23 06.30;1
3195041;Any channel;4,05257E+16;Agent Sosmed 3;2,35376E+18;choco_hm;;10/01/23 01.45;10/01/23 01.45;10/01/23 08.32;1
3195044;Any channel;4,05303E+16;Agent Sosmed 2;2,35377E+18;choco_hm;;10/01/23 01.56;10/01/23 01.56;10/01/23 08.12;1
3195046;Twitter;4,05257E+16;Agent Socmed 1;2,35378E+18;choco_hm;;10/01/23 01.57;10/01/23 01.57;10/01/23 02.27;1
3195062;Any channel;4,05303E+16;Agent Sosmed 2;2,35379E+18;choco_hm;;10/01/23 02.07;10/01/23 02.07;10/08/23 19.40;1
3195070;Any channel;4,05303E+16;Agent Sosmed 2;2,3538E+17;choco_hm;;10/01/23 02.22;10/01/23 02.22;10/01/23 06.24;1
3195073;Any channel;4,05303E+16;Agent Sosmed 2;2,3538E+17;choco_hm;;10/01/23 02.31;10/01/23 02.31;10/01/23 06.08;1
3195079;Any channel;4,05257E+16;Agent Socmed 1;2,35381E+18;choco_hm;;10/01/23 02.42;10/01/23 02.42;10/01/23 05.31;1
3195081;Any channel;4,05257E+16;Agent Sosmed 3;2,35382E+18;choco_hm;;10/01/23 02.47;10/01/23 02.47;10/05/23 18.41;1
3195082;Any channel;4,05257E+16;Agent Socmed 1;2,35382E+18;choco_hm;;10/01/23 02.48;10/01/23 02.48;10/01/23 03.01;1
3195083;Any channel;4,05257E+16;Agent Socmed 1;2,35382E+18;choco_hm;;10/01/23 02.48;10/01/23 02.48;10/01/23 09.37;1
3195084;Twitter;4,05257E+16;Agent Sosmed 3;2,35382E+18;choco_hm;;10/01/23 02.49;10/01/23 02.49;10/01/23 16.12;1
3195085;Any channel;4,05257E+16;Agent Socmed 1;2,35382E+18;choco_hm;;10/01/23 02.52;10/01/23 02.52;10/06/23 20.03;1
3195090;Any channel;4,05257E+16;Agent Socmed 1;2,35383E+18;choco_hm;;10/01/23 03.03;10/01/23 03.03;10/02/23 09.15;1
3195092;Any channel;4,05257E+16;Agent Socmed 1;2,35384E+18;choco_hm;;10/01/23 03.08;10/01/23 03.08;10/01/23 05.25;1
3195095;Any channel;4,05257E+16;Agent Sosmed 3;2,35385E+18;choco_hm;;10/01/23 03.24;10/01/23 03.24;10/01/23 08.23;1
3195105;Any channel;4,05303E+16;Agent Sosmed 2;2,35387E+18;choco_hm;;10/01/23 03.52;10/01/23 03.52;10/01/23 06.13;1
3195108;Any channel;4,05257E+16;Agent Socmed 1;2,35387E+18;choco_hm;;10/01/23 04.03;10/01/23 04.03;10/01/23 05.08;1
3195114;Any channel;4,05257E+16;Agent Sosmed 3;2,35388E+18;choco_hm;;10/01/23 04.09;10/01/23 04.09;10/01/23 08.32;1
3195115;Any channel;4,05257E+16;Agent Socmed 1;2,35388E+18;choco_hm;;10/01/23 04.11;10/01/23 04.11;10/01/23 04.58;1
3195129;Any channel;4,05257E+16;Agent Socmed 1;2,35389E+18;choco_hm;;10/01/23 04.28;10/01/23 04.28;10/01/23 05.26;1
3195131;Any channel;4,05257E+16;Agent Socmed 1;2,35389E+18;choco_hm;;10/01/23 04.28;10/01/23 04.28;10/01/23 05.26;1
3195133;Any channel;4,05257E+16;Agent Socmed 1;2,35389E+18;choco_hm;;10/01/23 04.28;10/01/23 04.31;10/01/23 05.26;1
3195134;Any channel;4,05257E+16;Agent Socmed 1;2,35389E+18;choco_hm;;10/01/23 04.28;10/01/23 04.32;10/01/23 05.26;1
3195136;Any channel;4,05257E+16;Agent Sosmed 3;2,3539E+17;choco_hm;;10/01/23 04.34;10/01/23 04.34;10/01/23 08.25;1
3195138;Any channel;4,05257E+16;Agent Sosmed 3;2,3539E+17;choco_hm;;10/01/23 04.37;10/01/23 04.37;10/01/23 08.23;1
3195142;Any channel;4,05257E+16;Agent Socmed 1;2,3539E+17;choco_hm;;10/01/23 04.44;10/01/23 04.44;10/01/23 15.11;1
3195147;Any channel;4,05257E+16;Agent Socmed 1;2,3539E+17;choco_hm;;10/01/23 04.46;10/01/23 04.46;10/01/23 05.26;1
3195158;Twitter;4,05303E+16;Agent Sosmed 2;2,35392E+18;choco_hm;;10/01/23 05.07;10/01/23 05.07;10/01/23 05.35;1
3195159;Any channel;4,05257E+16;Agent Sosmed 3;2,35392E+18;choco_hm;;10/01/23 05.07;10/01/23 05.07;10/02/23 18.09;1
3195161;Twitter;4,05303E+16;Agent Sosmed 2;2,35392E+18;choco_hm;;10/01/23 05.08;10/01/23 05.08;10/01/23 05.33;1
3195162;Twitter;4,05303E+16;Agent Sosmed 2;2,35392E+18;choco_hm;;10/01/23 05.07;10/01/23 05.08;10/01/23 08.03;1
3195164;Twitter;4,05257E+16;Agent Socmed 1;2,35392E+18;choco_hm;;10/01/23 05.08;10/01/23 05.08;10/01/23 10.07;1
3195165;Any channel;4,05303E+16;Agent Sosmed 2;2,35392E+18;choco_hm;;10/01/23 05.10;10/01/23 05.10;10/01/23 11.29;1
3195166;Any channel;4,05257E+16;Agent Socmed 1;2,35392E+18;choco_hm;;10/01/23 05.10;10/01/23 05.10;10/01/23 05.26;1
3195167;Any channel;4,05257E+16;Agent Socmed 1;2,35392E+18;choco_hm;;10/01/23 05.10;10/01/23 05.11;10/01/23 05.25;1
3195170;Any channel;4,05303E+16;Agent Sosmed 2;2,35392E+18;choco_hm;;10/01/23 05.10;10/01/23 05.13;10/01/23 07.29;1
3195182;Any channel;4,05257E+16;Agent Socmed 1;2,35393E+18;choco_hm;;10/01/23 05.24;10/01/23 05.24;10/01/23 06.42;1
3195186;Twitter;4,05303E+16;Agent Sosmed 2;2,35393E+18;choco_hm;;10/01/23 05.27;10/01/23 05.27;10/01/23 08.03;1
3195189;Any channel;4,05257E+16;Agent Socmed 1;2,35394E+18;choco_hm;;10/01/23 05.29;10/01/23 05.29;10/01/23 05.31;1
3195190;Any channel;4,05257E+16;Agent Socmed 1;2,35394E+18;choco_hm;;10/01/23 05.29;10/01/23 05.29;10/01/23 05.32;1
3195194;Any channel;4,05303E+16;Agent Sosmed 2;2,35394E+18;choco_hm;;10/01/23 05.36;10/01/23 05.36;10/01/23 15.51;1
3195196;Any channel;4,05257E+16;Agent Socmed 1;2,35394E+18;choco_hm;;10/01/23 05.39;10/01/23 05.39;10/01/23 05.39;1
3195197;Any channel;4,05257E+16;Agent Socmed 1;2,35394E+18;choco_hm;;10/01/23 05.39;10/01/23 05.39;10/01/23 05.40;1
3195199;Any channel;4,05257E+16;Agent Socmed 1;2,35395E+18;choco_hm;;10/01/23 05.40;10/01/23 05.40;10/01/23 14.32;1
3195209;Any channel;4,05303E+16;Agent Sosmed 2;2,35395E+18;choco_hm;;10/01/23 05.45;10/01/23 05.45;10/01/23 18.39;1
3195219;Twitter;4,05257E+16;Agent Sosmed 3;2,35392E+18;choco_hm;;10/01/23 05.51;10/01/23 05.51;10/02/23 12.05;1
3195232;Any channel;4,05257E+16;Agent Sosmed 3;2,35396E+18;choco_hm;;10/01/23 05.57;10/01/23 05.57;10/01/23 06.41;1
3195238;Any channel;4,05303E+16;Agent Sosmed 2;2,35396E+18;choco_hm;;10/01/23 05.57;10/01/23 05.59;10/01/23 06.08;1
3195240;Any channel;4,05303E+16;Agent Sosmed 2;2,35396E+18;choco_hm;;10/01/23 05.57;10/01/23 06.00;10/01/23 06.08;1
3195242;Any channel;4,05303E+16;Agent Sosmed 2;2,35396E+18;choco_hm;;10/01/23 05.57;10/01/23 06.00;10/01/23 06.08;1
3195243;Any channel;4,05303E+16;Agent Sosmed 2;2,35396E+18;choco_hm;;10/01/23 05.57;10/01/23 06.01;10/01/23 06.08;1
3195244;Any channel;4,05303E+16;Agent Sosmed 2;2,35396E+18;choco_hm;;10/01/23 06.02;10/01/23 06.02;10/01/23 06.08;1
3195245;Any channel;4,05303E+16;Agent Sosmed 2;2,35396E+18;choco_hm;;10/01/23 06.02;10/01/23 06.02;10/01/23 06.08;1
3195251;Any channel;4,05303E+16;Agent Sosmed 2;2,35397E+18;choco_hm;;10/01/23 06.05;10/01/23 06.05;10/01/23 06.07;1
3195263;Any channel;4,05303E+16;Agent Sosmed 2;2,35397E+18;choco_hm;;10/01/23 06.11;10/01/23 06.11;10/01/23 06.15;1
3195276;Twitter;4,05257E+16;Agent Sosmed 3;2,35398E+18;choco_hm;;10/01/23 06.15;10/01/23 06.15;10/01/23 06.27;1
3195280;Any channel;4,05303E+16;Agent Sosmed 2;2,35398E+18;choco_hm;;10/01/23 06.16;10/01/23 06.16;10/01/23 06.21;1
3195284;Twitter;4,05257E+16;Agent Sosmed 3;2,35398E+18;choco_hm;;10/01/23 06.21;10/01/23 06.21;10/02/23 14.31;1
3195287;Any channel;4,05257E+16;Agent Sosmed 3;2,35399E+18;choco_hm;;10/01/23 06.23;10/01/23 06.23;10/01/23 06.43;1
3195289;Twitter;4,05257E+16;Agent Sosmed 3;2,35399E+18;choco_hm;;10/01/23 06.24;10/01/23 06.24;10/01/23 07.06;1
3195290;Any channel;4,05303E+16;Agent Sosmed 2;2,35399E+18;choco_hm;;10/01/23 06.25;10/01/23 06.25;10/01/23 15.34;1
3195295;Any channel;4,05303E+16;Agent Sosmed 2;2,35399E+18;choco_hm;;10/01/23 06.28;10/01/23 06.28;10/01/23 06.31;1
3195297;Any channel;4,05303E+16;Agent Sosmed 2;2,35399E+18;choco_hm;;10/01/23 06.28;10/01/23 06.29;10/01/23 06.31;1
3195299;Any channel;4,05257E+16;Agent Sosmed 3;2,35399E+18;choco_hm;;10/01/23 06.28;10/01/23 06.29;10/01/23 06.41;1
3195300;Any channel;4,05303E+16;Agent Sosmed 2;2,35399E+18;choco_hm;;10/01/23 06.28;10/01/23 06.30;10/01/23 06.31;1
3195304;Any channel;4,05303E+16;Agent Sosmed 2;2,354E+16;choco_hm;;10/01/23 06.32;10/01/23 06.32;10/01/23 06.39;1
3195307;Any channel;4,05257E+16;Agent Sosmed 3;2,354E+16;choco_hm;;10/01/23 06.32;10/01/23 06.32;10/04/23 11.43;1
3195308;Any channel;4,05303E+16;Agent Sosmed 2;2,354E+16;choco_hm;;10/01/23 06.32;10/01/23 06.33;10/01/23 06.39;1
3195328;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.43;10/01/23 06.43;10/01/23 14.42;1
3195330;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.44;10/01/23 06.54;1
3195331;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.45;10/01/23 06.54;1
3195332;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.45;10/01/23 06.54;1
3195336;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.45;10/01/23 06.54;1
3195338;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.46;10/01/23 09.31;1
3195341;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.46;10/01/23 06.54;1
3195342;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.46;10/01/23 06.54;1
3195344;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.47;10/01/23 06.54;1
3195348;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.47;10/01/23 06.55;1
3195350;Twitter;4,05257E+16;Agent Sosmed 3;2,35401E+18;choco_hm;;10/01/23 06.47;10/01/23 06.47;10/01/23 08.20;1
3195351;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.48;10/01/23 06.55;1
3195354;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.48;10/01/23 06.48;10/01/23 07.52;1
3195356;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.44;10/01/23 06.49;10/02/23 06.06;1
3195358;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.50;10/01/23 06.50;10/01/23 15.13;1
3195359;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.50;10/01/23 06.50;10/06/23 18.41;1
3195360;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.51;10/01/23 06.51;10/01/23 06.55;1
3195362;Twitter;4,05257E+16;Agent Sosmed 3;2,35401E+18;choco_hm;;10/01/23 06.51;10/01/23 06.51;10/05/23 19.28;1
3195366;Twitter;4,05257E+16;Agent Sosmed 3;2,35401E+18;choco_hm;;10/01/23 06.52;10/01/23 06.52;10/01/23 08.20;1
3195370;Any channel;4,05303E+16;Agent Sosmed 2;2,35402E+18;choco_hm;;10/01/23 06.54;10/01/23 06.54;10/01/23 11.05;1
3195372;Any channel;4,05257E+16;Agent Sosmed 3;2,35402E+18;choco_hm;;10/01/23 06.54;10/01/23 06.54;10/02/23 15.11;1
3195377;Any channel;4,05257E+16;Agent Sosmed 3;2,35402E+18;choco_hm;;10/01/23 06.58;10/01/23 06.58;10/07/23 13.29;1
3195389;Any channel;4,05303E+16;Agent Sosmed 2;2,35403E+18;choco_hm;;10/01/23 07.03;10/01/23 07.03;10/01/23 07.13;1
3195390;Any channel;4,05257E+16;Agent Sosmed 3;2,35403E+18;choco_hm;;10/01/23 07.03;10/01/23 07.03;10/08/23 01.33;1
3195391;Any channel;4,05303E+16;Agent Sosmed 2;2,35403E+18;choco_hm;;10/01/23 07.03;10/01/23 07.03;10/01/23 07.13;1
3195395;Twitter;4,05257E+16;Agent Sosmed 3;2,35404E+18;choco_hm;;10/01/23 07.08;10/01/23 07.08;10/06/23 09.24;1
3195396;Any channel;4,05257E+16;Agent Sosmed 3;2,35404E+18;choco_hm;;10/01/23 07.08;10/01/23 07.08;10/01/23 07.20;1
3195398;Any channel;4,05303E+16;Agent Sosmed 2;2,35404E+18;choco_hm;;10/01/23 07.08;10/01/23 07.08;10/02/23 14.12;1
3195415;Any channel;4,05257E+16;Agent Sosmed 3;2,35404E+18;choco_hm;;10/01/23 07.13;10/01/23 07.13;10/01/23 08.23;1
3195420;Any channel;4,05257E+16;Agent Sosmed 3;2,35405E+18;choco_hm;;10/01/23 07.15;10/01/23 07.15;10/02/23 13.30;1
3195427;Twitter;4,05257E+16;Agent Sosmed 3;2,35405E+18;choco_hm;;10/01/23 07.18;10/01/23 07.18;10/01/23 11.51;1
3195428;Any channel;4,05257E+16;Agent Sosmed 3;2,35405E+18;choco_hm;;10/01/23 07.20;10/01/23 07.20;10/01/23 07.57;1
3195429;Any channel;4,05303E+16;Agent Sosmed 2;2,35406E+18;choco_hm;;10/01/23 07.21;10/01/23 07.21;10/01/23 07.22;1
3195431;Any channel;4,05303E+16;Agent Sosmed 2;2,35405E+18;choco_hm;;10/01/23 07.21;10/01/23 07.21;10/01/23 07.22;1
3195434;Any channel;4,05303E+16;Agent Sosmed 2;2,35406E+18;choco_hm;;10/01/23 07.24;10/01/23 07.24;10/01/23 07.26;1
3195438;Any channel;4,05303E+16;Agent Sosmed 2;2,35406E+18;choco_hm;;10/01/23 07.25;10/01/23 07.25;10/01/23 08.12;1
3195443;Any channel;4,05303E+16;Agent Sosmed 2;2,35406E+18;choco_hm;;10/01/23 07.28;10/01/23 07.28;10/01/23 14.40;1
3195444;Any channel;4,05303E+16;Agent Sosmed 2;2,35406E+18;choco_hm;;10/01/23 07.28;10/01/23 07.28;10/01/23 07.29;1
3195450;Any channel;4,05303E+16;Agent Sosmed 2;2,35407E+18;choco_hm;;10/01/23 07.30;10/01/23 07.30;10/02/23 15.12;1
3195457;Any channel;4,05303E+16;Agent Sosmed 2;2,35407E+18;choco_hm;;10/01/23 07.33;10/01/23 07.33;10/01/23 19.03;1
3195459;Any channel;4,05303E+16;Agent Sosmed 2;2,35407E+18;choco_hm;;10/01/23 07.33;10/01/23 07.33;10/01/23 07.35;1
3195461;Any channel;4,05303E+16;Agent Sosmed 2;2,35407E+18;choco_hm;;10/01/23 07.33;10/01/23 07.35;10/01/23 07.35;1
3195465;Any channel;4,05303E+16;Agent Sosmed 2;2,35408E+18;choco_hm;;10/01/23 07.35;10/01/23 07.35;10/01/23 07.53;1
3195467;Twitter;4,05257E+16;Agent Sosmed 3;2,35408E+18;choco_hm;;10/01/23 07.36;10/01/23 07.36;10/05/23 18.45;1
3195474;Any channel;4,05303E+16;Agent Sosmed 2;2,35408E+18;choco_hm;;10/01/23 07.37;10/01/23 07.37;10/01/23 07.38;1
3195479;Twitter;4,05257E+16;Agent Sosmed 3;2,35408E+18;choco_hm;;10/01/23 07.37;10/01/23 07.37;10/01/23 08.18;1
3195482;Twitter;4,05257E+16;Agent Sosmed 3;2,35408E+18;choco_hm;;10/01/23 07.38;10/01/23 07.38;10/01/23 08.18;1
3195484;Any channel;4,05303E+16;Agent Sosmed 2;2,35408E+18;choco_hm;;10/01/23 07.38;10/01/23 07.38;10/01/23 07.42;1
3195487;Any channel;4,05303E+16;Agent Sosmed 2;2,35408E+18;choco_hm;;10/01/23 07.39;10/01/23 07.39;10/09/23 06.36;1
3195488;Any channel;4,05303E+16;Agent Sosmed 2;2,35408E+18;choco_hm;;10/01/23 07.38;10/01/23 07.39;10/01/23 08.12;1
3195496;Any channel;4,05303E+16;Agent Sosmed 2;2,35408E+18;choco_hm;;10/01/23 07.42;10/01/23 07.42;10/01/23 13.32;1
3195497;Any channel;4,05303E+16;Agent Sosmed 2;2,35408E+18;choco_hm;;10/01/23 07.42;10/01/23 07.42;10/01/23 15.16;1
3195499;Any channel;4,05303E+16;Agent Sosmed 2;2,35401E+18;choco_hm;;10/01/23 06.51;10/01/23 07.43;10/01/23 08.12;1
3195503;Any channel;4,05303E+16;Agent Sosmed 2;2,35409E+18;choco_hm;;10/01/23 07.45;10/01/23 07.45;10/01/23 07.49;1
3195513;Any channel;4,05303E+16;Agent Sosmed 2;2,35409E+18;choco_hm;;10/01/23 07.50;10/01/23 07.50;10/02/23 20.33;1
3195514;Any channel;4,05303E+16;Agent Sosmed 2;2,3541E+17;choco_hm;;10/01/23 07.51;10/01/23 07.51;10/01/23 07.59;1
3195516;Any channel;4,05303E+16;Agent Sosmed 2;2,3541E+17;choco_hm;;10/01/23 07.51;10/01/23 07.51;10/01/23 07.59;1
3195518;Any channel;4,05303E+16;Agent Sosmed 2;2,3541E+17;choco_hm;;10/01/23 07.51;10/01/23 07.51;10/01/23 07.59;1
3195520;Any channel;4,05303E+16;Agent Sosmed 2;2,3541E+17;choco_hm;;10/01/23 07.51;10/01/23 07.51;10/01/23 07.59;1
3195522;Any channel;4,05303E+16;Agent Sosmed 2;2,3541E+17;choco_hm;;10/01/23 07.51;10/01/23 07.52;10/01/23 07.59;1
3195525;Any channel;4,05303E+16;Agent Sosmed 2;2,3541E+17;choco_hm;;10/01/23 07.51;10/01/23 07.52;10/01/23 08.12;1
3195534;Any channel;4,05303E+16;Agent Sosmed 2;2,3541E+17;choco_hm;;10/01/23 07.55;10/01/23 07.55;10/01/23 09.19;1
3195548;Any channel;4,05303E+16;Agent Sosmed 2;2,35411E+18;choco_hm;;10/01/23 07.59;10/01/23 07.59;10/01/23 08.11;1
3195550;Any channel;4,05303E+16;Agent Sosmed 2;2,35411E+18;choco_hm;;10/01/23 07.59;10/01/23 07.59;10/01/23 08.12;1
3195552;Any channel;4,05303E+16;Agent Sosmed 2;2,35411E+18;choco_hm;;10/01/23 08.00;10/01/23 08.00;10/01/23 08.18;1
3195556;Any channel;4,05303E+16;Agent Sosmed 2;2,35411E+18;choco_hm;;10/01/23 08.01;10/01/23 08.01;10/01/23 08.46;1
3195559;Any channel;4,05303E+16;Agent Sosmed 2;2,35411E+18;choco_hm;;10/01/23 08.01;10/01/23 08.01;10/01/23 08.13;1
3195561;Any channel;4,05303E+16;Agent Sosmed 2;2,35411E+18;choco_hm;;10/01/23 08.01;10/01/23 08.01;10/01/23 08.52;1
3195566;Any channel;4,05303E+16;Agent Sosmed 2;2,35412E+18;choco_hm;;10/01/23 08.03;10/01/23 08.03;10/01/23 08.11;1
3195579;Any channel;4,05303E+16;Agent Sosmed 2;2,35412E+18;choco_hm;;10/01/23 08.03;10/01/23 08.04;10/01/23 09.10;1
3195590;Any channel;4,05303E+16;Agent Sosmed 2;2,35413E+18;choco_hm;;10/01/23 08.08;10/01/23 08.08;10/08/23 16.03;1
3195591;Any channel;4,05303E+16;Agent Sosmed 2;2,35413E+18;choco_hm;;10/01/23 08.08;10/01/23 08.08;10/01/23 08.10;1
3195592;Any channel;4,05303E+16;Agent Sosmed 2;2,35413E+18;choco_hm;;10/01/23 08.08;10/01/23 08.08;10/01/23 08.10;1
3195593;Any channel;4,05303E+16;Agent Sosmed 2;2,35413E+18;choco_hm;;10/01/23 08.08;10/01/23 08.09;10/01/23 09.10;1
3195594;Any channel;4,05303E+16;Agent Sosmed 2;2,35414E+18;choco_hm;;10/01/23 08.12;10/01/23 08.12;10/01/23 08.25;1
3195596;Any channel;4,05303E+16;Agent Sosmed 2;2,35414E+18;choco_hm;;10/01/23 08.13;10/01/23 08.13;10/01/23 08.25;1
3195602;Any channel;4,05303E+16;Agent Sosmed 2;2,35415E+18;choco_hm;;10/01/23 08.18;10/01/23 08.18;10/01/23 08.25;1
